"Column Name","Label"
"S2001_C05_004E","Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$1 to $9,999 or loss"
"S2001_C05_004M","Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$1 to $9,999 or loss"
"S2001_C06_004E","Percent Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$1 to $9,999 or loss"
"S2001_C06_004M","Percent Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$1 to $9,999 or loss"
"S2001_C01_005E","Total!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999"
"S2001_C01_005M","Total!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999"
"S2001_C02_005E","Percent!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999"
"S2001_C02_005M","Percent!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999"
"S2001_C03_005E","Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999"
"S2001_C03_005M","Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999"
"S2001_C04_005E","Percent Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999"
"S2001_C04_005M","Percent Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999"
"S2001_C05_005E","Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999"
"S2001_C05_005M","Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999"
"S2001_C06_005E","Percent Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999"
"S2001_C06_005M","Percent Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999"
"S2001_C01_006E","Total!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999"
"S2001_C01_006M","Total!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999"
"S2001_C02_006E","Percent!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999"
"S2001_C02_006M","Percent!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999"
"S2001_C03_006E","Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999"
"S2001_C03_006M","Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999"
"S2001_C04_006E","Percent Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999"
"S2001_C04_006M","Percent Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999"
"S2001_C05_006E","Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999"
"S2001_C05_006M","Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999"
"S2001_C06_006E","Percent Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999"
"S2001_C06_006M","Percent Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999"
"S2001_C01_007E","Total!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999"
"S2001_C01_007M","Total!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999"
"S2001_C02_007E","Percent!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999"
"S2001_C02_007M","Percent!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999"
"S2001_C03_007E","Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999"
"S2001_C03_007M","Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999"
"S2001_C04_007E","Percent Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999"
"S2001_C04_007M","Percent Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999"
"S2001_C05_007E","Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999"
"S2001_C05_007M","Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999"
"S2001_C06_007E","Percent Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999"
"S2001_C06_007M","Percent Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999"
"S2001_C01_008E","Total!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999"
"S2001_C01_008M","Total!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999"
"S2001_C02_008E","Percent!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999"
"S2001_C02_008M","Percent!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999"
"S2001_C03_008E","Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999"
"S2001_C03_008M","Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999"
"S2001_C04_008E","Percent Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999"
"S2001_C04_008M","Percent Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999"
"S2001_C05_008E","Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999"
"S2001_C05_008M","Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999"
"S2001_C06_008E","Percent Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999"
"S2001_C06_008M","Percent Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999"
"S2001_C01_009E","Total!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999"
"S2001_C01_009M","Total!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999"
"S2001_C02_009E","Percent!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999"
"S2001_C02_009M","Percent!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999"
"S2001_C03_009E","Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999"
"S2001_C03_009M","Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999"
"S2001_C04_009E","Percent Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999"
"S2001_C04_009M","Percent Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999"
"S2001_C05_009E","Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999"
"S2001_C05_009M","Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999"
"S2001_C06_009E","Percent Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999"
"S2001_C06_009M","Percent Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999"
"S2001_C01_010E","Total!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999"
"S2001_C01_010M","Total!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999"
"S2001_C02_010E","Percent!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999"
"S2001_C02_010M","Percent!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999"
"S2001_C03_010E","Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999"
"S2001_C03_010M","Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999"
"S2001_C04_010E","Percent Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999"
"S2001_C04_010M","Percent Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999"
"S2001_C05_010E","Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999"
"S2001_C05_010M","Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999"
"S2001_C06_010E","Percent Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999"
"S2001_C06_010M","Percent Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999"
"S2001_C01_011E","Total!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999"
"S2001_C01_011M","Total!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999"
"S2001_C02_011E","Percent!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999"
"S2001_C02_011M","Percent!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999"
"S2001_C03_011E","Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999"
"S2001_C03_011M","Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999"
"S2001_C04_011E","Percent Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999"
"S2001_C04_011M","Percent Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999"
"S2001_C05_011E","Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999"
"S2001_C05_011M","Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999"
"S2001_C06_011E","Percent Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999"
"S2001_C06_011M","Percent Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999"
"S2001_C01_012E","Total!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more"
"S2001_C01_012M","Total!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more"
"S2001_C02_012E","Percent!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more"
"S2001_C02_012M","Percent!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more"
"S2001_C03_012E","Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more"
"S2001_C03_012M","Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more"
"S2001_C04_012E","Percent Male!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more"
"S2001_C04_012M","Percent Male!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more"
"S2001_C05_012E","Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more"
"S2001_C05_012M","Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more"
"S2001_C06_012E","Percent Female!!Estimate!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more"
"S2001_C06_012M","Percent Female!!Margin of Error!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more"
"S2001_C01_013E","Total!!Estimate!!Median earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C01_013M","Total!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C02_013E","Percent!!Estimate!!Median earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C02_013M","Percent!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C03_013E","Male!!Estimate!!Median earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C03_013M","Male!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C04_013E","Percent Male!!Estimate!!Median earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C04_013M","Percent Male!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C05_013E","Female!!Estimate!!Median earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C05_013M","Female!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C06_013E","Percent Female!!Estimate!!Median earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C06_013M","Percent Female!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C01_014E","Total!!Estimate!!Mean earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C01_014M","Total!!Margin of Error!!Mean earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C02_014E","Percent!!Estimate!!Mean earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C02_014M","Percent!!Margin of Error!!Mean earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C03_014E","Male!!Estimate!!Mean earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C03_014M","Male!!Margin of Error!!Mean earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C04_014E","Percent Male!!Estimate!!Mean earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C04_014M","Percent Male!!Margin of Error!!Mean earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C05_014E","Female!!Estimate!!Mean earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C05_014M","Female!!Margin of Error!!Mean earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C06_014E","Percent Female!!Estimate!!Mean earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C06_014M","Percent Female!!Margin of Error!!Mean earnings (dollars) for full-time, year-round workers with earnings"
"S2001_C01_015E","Total!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings"
"S2001_C01_015M","Total!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings"
"S2001_C02_015E","Percent!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings"
"S2001_C02_015M","Percent!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings"
"S2001_C03_015E","Male!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings"
"S2001_C03_015M","Male!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings"
"S2001_C04_015E","Percent Male!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings"
"S2001_C04_015M","Percent Male!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings"
"S2001_C05_015E","Female!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings"
"S2001_C05_015M","Female!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings"
"S2001_C06_015E","Percent Female!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings"
"S2001_C06_015M","Percent Female!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings"
"S2001_C01_016E","Total!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate"
"S2001_C01_016M","Total!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate"
"S2001_C02_016E","Percent!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate"
"S2001_C02_016M","Percent!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate"
"S2001_C03_016E","Male!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate"
"S2001_C03_016M","Male!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate"
"S2001_C04_016E","Percent Male!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate"
"S2001_C04_016M","Percent Male!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate"
"S2001_C05_016E","Female!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate"
"S2001_C05_016M","Female!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate"
"S2001_C06_016E","Percent Female!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate"
"S2001_C06_016M","Percent Female!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate"
"S2001_C01_017E","Total!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S2001_C01_017M","Total!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S2001_C02_017E","Percent!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S2001_C02_017M","Percent!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S2001_C03_017E","Male!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S2001_C03_017M","Male!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S2001_C04_017E","Percent Male!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S2001_C04_017M","Percent Male!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S2001_C05_017E","Female!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S2001_C05_017M","Female!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S2001_C06_017E","Percent Female!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S2001_C06_017M","Percent Female!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S2001_C01_018E","Total!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree"
"S2001_C01_018M","Total!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree"
"S2001_C02_018E","Percent!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree"
"S2001_C02_018M","Percent!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree"
"S2001_C03_018E","Male!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree"
"S2001_C03_018M","Male!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree"
"S2001_C04_018E","Percent Male!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree"
"S2001_C04_018M","Percent Male!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree"
"S2001_C05_018E","Female!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree"
"S2001_C05_018M","Female!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree"
"S2001_C06_018E","Percent Female!!Estimate!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree"
"S2001_C06_018M","Percent Female!!Margin of Error!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree"
