"Column Name","Label"
"S1702_C03_004E","Married-couple families!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!White"
"S1702_C03_004M","Married-couple families!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!White"
"S1702_C04_004E","Married-couple families!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!White"
"S1702_C04_004M","Married-couple families!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!White"
"S1702_C05_004E","Female householder, no husband present!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!White"
"S1702_C05_004M","Female householder, no husband present!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!White"
"S1702_C06_004E","Female householder, no husband present!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!White"
"S1702_C06_004M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!White"
"S1702_C01_005E","All families!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Black or African American"
"S1702_C01_005M","All families!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Black or African American"
"S1702_C02_005E","All families!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Black or African American"
"S1702_C02_005M","All families!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Black or African American"
"S1702_C03_005E","Married-couple families!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Black or African American"
"S1702_C03_005M","Married-couple families!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Black or African American"
"S1702_C04_005E","Married-couple families!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Black or African American"
"S1702_C04_005M","Married-couple families!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Black or African American"
"S1702_C05_005E","Female householder, no husband present!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Black or African American"
"S1702_C05_005M","Female householder, no husband present!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Black or African American"
"S1702_C06_005E","Female householder, no husband present!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Black or African American"
"S1702_C06_005M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Black or African American"
"S1702_C01_006E","All families!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!American Indian and Alaska Native"
"S1702_C01_006M","All families!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!American Indian and Alaska Native"
"S1702_C02_006E","All families!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!American Indian and Alaska Native"
"S1702_C02_006M","All families!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!American Indian and Alaska Native"
"S1702_C03_006E","Married-couple families!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!American Indian and Alaska Native"
"S1702_C03_006M","Married-couple families!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!American Indian and Alaska Native"
"S1702_C04_006E","Married-couple families!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!American Indian and Alaska Native"
"S1702_C04_006M","Married-couple families!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!American Indian and Alaska Native"
"S1702_C05_006E","Female householder, no husband present!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!American Indian and Alaska Native"
"S1702_C05_006M","Female householder, no husband present!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!American Indian and Alaska Native"
"S1702_C06_006E","Female householder, no husband present!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!American Indian and Alaska Native"
"S1702_C06_006M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!American Indian and Alaska Native"
"S1702_C01_007E","All families!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Asian"
"S1702_C01_007M","All families!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Asian"
"S1702_C02_007E","All families!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Asian"
"S1702_C02_007M","All families!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Asian"
"S1702_C03_007E","Married-couple families!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Asian"
"S1702_C03_007M","Married-couple families!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Asian"
"S1702_C04_007E","Married-couple families!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Asian"
"S1702_C04_007M","Married-couple families!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Asian"
"S1702_C05_007E","Female householder, no husband present!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Asian"
"S1702_C05_007M","Female householder, no husband present!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Asian"
"S1702_C06_007E","Female householder, no husband present!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Asian"
"S1702_C06_007M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Asian"
"S1702_C01_008E","All families!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Native Hawaiian and Other Pacific Islander"
"S1702_C01_008M","All families!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Native Hawaiian and Other Pacific Islander"
"S1702_C02_008E","All families!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Native Hawaiian and Other Pacific Islander"
"S1702_C02_008M","All families!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Native Hawaiian and Other Pacific Islander"
"S1702_C03_008E","Married-couple families!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Native Hawaiian and Other Pacific Islander"
"S1702_C03_008M","Married-couple families!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Native Hawaiian and Other Pacific Islander"
"S1702_C04_008E","Married-couple families!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Native Hawaiian and Other Pacific Islander"
"S1702_C04_008M","Married-couple families!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Native Hawaiian and Other Pacific Islander"
"S1702_C05_008E","Female householder, no husband present!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Native Hawaiian and Other Pacific Islander"
"S1702_C05_008M","Female householder, no husband present!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Native Hawaiian and Other Pacific Islander"
"S1702_C06_008E","Female householder, no husband present!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Native Hawaiian and Other Pacific Islander"
"S1702_C06_008M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Native Hawaiian and Other Pacific Islander"
"S1702_C01_009E","All families!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Some other race"
"S1702_C01_009M","All families!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Some other race"
"S1702_C02_009E","All families!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Some other race"
"S1702_C02_009M","All families!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Some other race"
"S1702_C03_009E","Married-couple families!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Some other race"
"S1702_C03_009M","Married-couple families!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Some other race"
"S1702_C04_009E","Married-couple families!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Some other race"
"S1702_C04_009M","Married-couple families!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Some other race"
"S1702_C05_009E","Female householder, no husband present!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Some other race"
"S1702_C05_009M","Female householder, no husband present!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Some other race"
"S1702_C06_009E","Female householder, no husband present!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Some other race"
"S1702_C06_009M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!One race!!Some other race"
"S1702_C01_010E","All families!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Two or more races"
"S1702_C01_010M","All families!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Two or more races"
"S1702_C02_010E","All families!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Two or more races"
"S1702_C02_010M","All families!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Two or more races"
"S1702_C03_010E","Married-couple families!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Two or more races"
"S1702_C03_010M","Married-couple families!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Two or more races"
"S1702_C04_010E","Married-couple families!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Two or more races"
"S1702_C04_010M","Married-couple families!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Two or more races"
"S1702_C05_010E","Female householder, no husband present!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Two or more races"
"S1702_C05_010M","Female householder, no husband present!!Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Two or more races"
"S1702_C06_010E","Female householder, no husband present!!Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Two or more races"
"S1702_C06_010M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Two or more races"
"S1702_C01_011E","All families!!Total!!Estimate!!Hispanic or Latino origin (of any race)"
"S1702_C01_011M","All families!!Total!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S1702_C02_011E","All families!!Percent below poverty level!!Estimate!!Hispanic or Latino origin (of any race)"
"S1702_C02_011M","All families!!Percent below poverty level!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S1702_C03_011E","Married-couple families!!Total!!Estimate!!Hispanic or Latino origin (of any race)"
"S1702_C03_011M","Married-couple families!!Total!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S1702_C04_011E","Married-couple families!!Percent below poverty level!!Estimate!!Hispanic or Latino origin (of any race)"
"S1702_C04_011M","Married-couple families!!Percent below poverty level!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S1702_C05_011E","Female householder, no husband present!!Total!!Estimate!!Hispanic or Latino origin (of any race)"
"S1702_C05_011M","Female householder, no husband present!!Total!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S1702_C06_011E","Female householder, no husband present!!Percent below poverty level!!Estimate!!Hispanic or Latino origin (of any race)"
"S1702_C06_011M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S1702_C01_012E","All families!!Total!!Estimate!!White alone, not Hispanic or Latino"
"S1702_C01_012M","All families!!Total!!Margin of Error!!White alone, not Hispanic or Latino"
"S1702_C02_012E","All families!!Percent below poverty level!!Estimate!!White alone, not Hispanic or Latino"
"S1702_C02_012M","All families!!Percent below poverty level!!Margin of Error!!White alone, not Hispanic or Latino"
"S1702_C03_012E","Married-couple families!!Total!!Estimate!!White alone, not Hispanic or Latino"
"S1702_C03_012M","Married-couple families!!Total!!Margin of Error!!White alone, not Hispanic or Latino"
"S1702_C04_012E","Married-couple families!!Percent below poverty level!!Estimate!!White alone, not Hispanic or Latino"
"S1702_C04_012M","Married-couple families!!Percent below poverty level!!Margin of Error!!White alone, not Hispanic or Latino"
"S1702_C05_012E","Female householder, no husband present!!Total!!Estimate!!White alone, not Hispanic or Latino"
"S1702_C05_012M","Female householder, no husband present!!Total!!Margin of Error!!White alone, not Hispanic or Latino"
"S1702_C06_012E","Female householder, no husband present!!Percent below poverty level!!Estimate!!White alone, not Hispanic or Latino"
"S1702_C06_012M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!White alone, not Hispanic or Latino"
"S1702_C01_013E","All families!!Total!!Estimate!!Householder worked"
"S1702_C01_013M","All families!!Total!!Margin of Error!!Householder worked"
"S1702_C02_013E","All families!!Percent below poverty level!!Estimate!!Householder worked"
"S1702_C02_013M","All families!!Percent below poverty level!!Margin of Error!!Householder worked"
"S1702_C03_013E","Married-couple families!!Total!!Estimate!!Householder worked"
"S1702_C03_013M","Married-couple families!!Total!!Margin of Error!!Householder worked"
"S1702_C04_013E","Married-couple families!!Percent below poverty level!!Estimate!!Householder worked"
"S1702_C04_013M","Married-couple families!!Percent below poverty level!!Margin of Error!!Householder worked"
"S1702_C05_013E","Female householder, no husband present!!Total!!Estimate!!Householder worked"
"S1702_C05_013M","Female householder, no husband present!!Total!!Margin of Error!!Householder worked"
"S1702_C06_013E","Female householder, no husband present!!Percent below poverty level!!Estimate!!Householder worked"
"S1702_C06_013M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!Householder worked"
"S1702_C01_014E","All families!!Total!!Estimate!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C01_014M","All families!!Total!!Margin of Error!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C02_014E","All families!!Percent below poverty level!!Estimate!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C02_014M","All families!!Percent below poverty level!!Margin of Error!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C03_014E","Married-couple families!!Total!!Estimate!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C03_014M","Married-couple families!!Total!!Margin of Error!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C04_014E","Married-couple families!!Percent below poverty level!!Estimate!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C04_014M","Married-couple families!!Percent below poverty level!!Margin of Error!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C05_014E","Female householder, no husband present!!Total!!Estimate!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C05_014M","Female householder, no husband present!!Total!!Margin of Error!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C06_014E","Female householder, no husband present!!Percent below poverty level!!Estimate!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C06_014M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C01_015E","All families!!Total!!Estimate!!Householder 65 years and over"
"S1702_C01_015M","All families!!Total!!Margin of Error!!Householder 65 years and over"
"S1702_C02_015E","All families!!Percent below poverty level!!Estimate!!Householder 65 years and over"
"S1702_C02_015M","All families!!Percent below poverty level!!Margin of Error!!Householder 65 years and over"
"S1702_C03_015E","Married-couple families!!Total!!Estimate!!Householder 65 years and over"
"S1702_C03_015M","Married-couple families!!Total!!Margin of Error!!Householder 65 years and over"
"S1702_C04_015E","Married-couple families!!Percent below poverty level!!Estimate!!Householder 65 years and over"
"S1702_C04_015M","Married-couple families!!Percent below poverty level!!Margin of Error!!Householder 65 years and over"
"S1702_C05_015E","Female householder, no husband present!!Total!!Estimate!!Householder 65 years and over"
"S1702_C05_015M","Female householder, no husband present!!Total!!Margin of Error!!Householder 65 years and over"
"S1702_C06_015E","Female householder, no husband present!!Percent below poverty level!!Estimate!!Householder 65 years and over"
"S1702_C06_015M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!Householder 65 years and over"
"S1702_C01_016E","All families!!Total!!Estimate!!Family received!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C01_016M","All families!!Total!!Margin of Error!!Family received!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C02_016E","All families!!Percent below poverty level!!Estimate!!Family received!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C02_016M","All families!!Percent below poverty level!!Margin of Error!!Family received!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C03_016E","Married-couple families!!Total!!Estimate!!Family received!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C03_016M","Married-couple families!!Total!!Margin of Error!!Family received!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C04_016E","Married-couple families!!Percent below poverty level!!Estimate!!Family received!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C04_016M","Married-couple families!!Percent below poverty level!!Margin of Error!!Family received!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C05_016E","Female householder, no husband present!!Total!!Estimate!!Family received!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C05_016M","Female householder, no husband present!!Total!!Margin of Error!!Family received!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C06_016E","Female householder, no husband present!!Percent below poverty level!!Estimate!!Family received!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C06_016M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!Family received!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C01_017E","All families!!Total!!Estimate!!Family received!!Social security income in the past 12 months"
"S1702_C01_017M","All families!!Total!!Margin of Error!!Family received!!Social security income in the past 12 months"
"S1702_C02_017E","All families!!Percent below poverty level!!Estimate!!Family received!!Social security income in the past 12 months"
"S1702_C02_017M","All families!!Percent below poverty level!!Margin of Error!!Family received!!Social security income in the past 12 months"
"S1702_C03_017E","Married-couple families!!Total!!Estimate!!Family received!!Social security income in the past 12 months"
"S1702_C03_017M","Married-couple families!!Total!!Margin of Error!!Family received!!Social security income in the past 12 months"
"S1702_C04_017E","Married-couple families!!Percent below poverty level!!Estimate!!Family received!!Social security income in the past 12 months"
"S1702_C04_017M","Married-couple families!!Percent below poverty level!!Margin of Error!!Family received!!Social security income in the past 12 months"
"S1702_C05_017E","Female householder, no husband present!!Total!!Estimate!!Family received!!Social security income in the past 12 months"
"S1702_C05_017M","Female householder, no husband present!!Total!!Margin of Error!!Family received!!Social security income in the past 12 months"
"S1702_C06_017E","Female householder, no husband present!!Percent below poverty level!!Estimate!!Family received!!Social security income in the past 12 months"
"S1702_C06_017M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!Family received!!Social security income in the past 12 months"
"S1702_C01_018E","All families!!Total!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C01_018M","All families!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C02_018E","All families!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C02_018M","All families!!Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C03_018E","Married-couple families!!Total!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C03_018M","Married-couple families!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C04_018E","Married-couple families!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C04_018M","Married-couple families!!Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C05_018E","Female householder, no husband present!!Total!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C05_018M","Female householder, no husband present!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C06_018E","Female householder, no husband present!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C06_018M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C01_019E","All families!!Total!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C01_019M","All families!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
